screenshot_title,on land?,holding item?,potential mob spawn?,full_hearts?
mining_411.png,1,1,1,1
mining_416.png,1,1,1,1
mining_417.png,1,1,1,1
mining_422.png,1,1,1,1
mining_427.png,1,1,1,1
mining_428.png,1,1,1,1
mining_431.png,1,1,1,1
mining_432.png,1,1,1,1
mining_434.png,1,1,1,1
mining_437.png,1,1,1,1
mining_440.png,1,1,1,1
mining_441.png,1,1,1,1
mining_443.png,1,1,1,1
mining_451.png,1,1,1,1
mining_461.png,1,1,1,1
mining_465.png,1,1,1,1
mining_472.png,1,1,1,1
mining_473.png,1,1,1,1
mining_477.png,1,1,1,1
mining_479.png,1,1,1,1
mining_482.png,1,1,1,1
mining_483.png,1,1,1,1
mining_484.png,1,1,1,1
mining_486.png,1,1,1,1
mining_490.png,1,1,1,1
mining_500.png,1,1,1,1
mining_51.png,1,1,1,1
mining_53.png,1,1,1,0
mining_56.png,1,1,1,0
mining_57.png,1,1,1,0
mining_58.png,1,1,1,0
mining_60.png,1,1,1,0
mining_61.png,1,1,1,0
mining_64.png,1,1,1,1
mining_71.png,1,1,1,1
mining_74.png,1,1,1,1
mining_8.png,1,1,1,1
mining_84.png,1,1,1,1
mining_86.png,1,1,1,0
mining_92.png,1,1,1,0
mining_95.png,1,1,0,0
swimming_102.png,0,0,0,0
swimming_110.png,0,0,1,0
swimming_111.png,0,1,1,0
swimming_117.png,0,1,1,0
swimming_123.png,0,0,1,0
swimming_128.png,0,0,1,0
swimming_131.png,0,0,0,0
swimming_132.png,0,0,1,0
swimming_134.png,0,0,1,0
swimming_137.png,0,0,0,0
swimming_138.png,0,0,1,0
swimming_142.png,0,0,1,0
swimming_149.png,0,0,0,0
swimming_156.png,0,0,1,0
swimming_157.png,0,0,1,1
swimming_160.png,0,0,1,0
swimming_167.png,0,0,1,1
swimming_168.png,0,0,1,0
swimming_169.png,0,0,1,1
swimming_172.png,0,0,1,0
swimming_173.png,0,0,1,1
swimming_174.png,0,0,1,0
swimming_176.png,0,0,1,0
swimming_185.png,0,0,1,1
swimming_188.png,0,0,1,0
swimming_19.png,0,0,1,0
swimming_192.png,0,0,1,0
swimming_197.png,0,0,1,0
swimming_201.png,0,0,1,0
swimming_202.png,0,0,1,0
swimming_208.png,0,0,1,0
swimming_211.png,0,0,1,1
swimming_213.png,0,0,1,1
swimming_215.png,0,0,1,1
swimming_216.png,0,0,1,0
swimming_223.png,0,0,1,1
swimming_225.png,0,0,1,1
swimming_226.png,0,0,1,0
swimming_228.png,0,0,1,0
swimming_234.png,0,0,1,0
swimming_237.png,0,1,1,0
swimming_238.png,0,0,1,0
swimming_24.png,0,0,0,0
swimming_241.png,0,1,0,0
swimming_242.png,0,0,1,0
swimming_246.png,0,0,1,0
swimming_251.png,0,0,1,0
swimming_253.png,0,0,1,0
swimming_260.png,0,0,1,0
swimming_264.png,0,0,1,0
swimming_269.png,0,0,1,0
swimming_270.png,0,0,0,0
swimming_271.png,0,0,1,0
swimming_278.png,0,0,0,0
swimming_281.png,0,0,1,0
swimming_282.png,0,0,1,0
swimming_284.png,0,0,1,0
swimming_285.png,0,0,1,0
swimming_29.png,0,0,0,0
swimming_290.png,0,0,1,0
swimming_293.png,0,0,1,0
swimming_305.png,0,0,1,1
swimming_306.png,0,0,1,0
swimming_309.png,0,0,1,1
swimming_310.png,0,0,1,0
swimming_313.png,0,0,1,1
swimming_317.png,0,0,1,1
swimming_32.png,0,1,0,0
swimming_322.png,0,0,1,0
swimming_326.png,0,0,1,0
swimming_330.png,0,0,1,0
swimming_345.png,0,0,1,0
swimming_353.png,0,0,1,0
swimming_359.png,0,0,1,0
swimming_36.png,0,1,1,0
swimming_362.png,0,0,1,0
swimming_364.png,0,0,1,0
swimming_365.png,0,0,1,1
swimming_369.png,0,0,1,0
swimming_37.png,0,0,1,0
swimming_375.png,0,0,0,1
swimming_376.png,0,0,1,0
swimming_380.png,0,0,1,0
swimming_384.png,0,0,1,0
swimming_389.png,0,0,1,0
swimming_394.png,0,0,1,0
swimming_395.png,0,0,1,0
swimming_4.png,0,0,1,0
swimming_40.png,0,0,1,0
swimming_400.png,0,0,1,0
swimming_404.png,0,0,1,0
swimming_410.png,0,0,1,0
swimming_411.png,0,0,1,0
swimming_415.png,0,0,1,0
swimming_419.png,0,0,1,0
swimming_420.png,0,0,1,0
swimming_43.png,0,0,1,0
swimming_433.png,0,0,1,0
swimming_443.png,0,0,1,0
swimming_444.png,0,0,0,0
swimming_446.png,0,0,0,0
swimming_448.png,0,0,0,0
swimming_451.png,0,0,1,0
swimming_46.png,0,0,0,0
swimming_462.png,0,0,0,0
swimming_464.png,0,0,0,0
swimming_466.png,0,0,0,0
swimming_470.png,0,0,0,0
swimming_477.png,0,0,1,0
swimming_48.png,0,0,0,0
swimming_481.png,0,0,1,0
swimming_482.png,0,0,0,0
swimming_486.png,0,0,0,0
swimming_490.png,0,0,0,0
swimming_494.png,0,0,0,0
swimming_497.png,0,0,1,0
swimming_500.png,0,0,0,0
swimming_503.png,0,1,1,1
swimming_506.png,0,0,1,0
swimming_508.png,0,0,0,0
swimming_51.png,0,0,1,0
swimming_511.png,0,1,1,1
swimming_52.png,0,1,0,0
swimming_520.png,0,0,0,0
swimming_523.png,0,0,0,1
swimming_524.png,0,0,0,0
swimming_525.png,0,0,1,1
swimming_526.png,0,0,0,0
swimming_528.png,0,0,0,0
swimming_529.png,0,0,0,1
swimming_53.png,0,0,1,0
swimming_534.png,0,0,0,0
swimming_535.png,0,0,1,1
swimming_540.png,0,0,0,0
swimming_549.png,0,0,1,0
swimming_554.png,0,0,0,0
swimming_560.png,0,0,0,0
swimming_561.png,0,1,0,1
swimming_563.png,0,1,0,1
swimming_565.png,0,1,0,1
swimming_566.png,0,0,0,0
swimming_568.png,0,0,0,0
swimming_576.png,0,0,0,0
swimming_579.png,0,1,0,1
swimming_580.png,0,0,0,0
swimming_59.png,0,0,0,0
swimming_590.png,0,0,0,0
swimming_591.png,0,0,1,1
swimming_592.png,0,0,0,0
swimming_593.png,0,0,1,1
swimming_594.png,0,0,0,0
swimming_6.png,0,0,0,0
swimming_603.png,0,0,1,1
swimming_607.png,0,0,1,1
swimming_608.png,0,0,0,0
swimming_612.png,0,0,0,0
swimming_617.png,0,0,1,1
swimming_621.png,0,0,1,1
swimming_634.png,0,0,0,0
swimming_637.png,0,0,1,0
swimming_638.png,0,0,0,0
swimming_64.png,0,0,0,0
swimming_647.png,0,1,0,0
swimming_651.png,0,1,0,0
swimming_652.png,0,0,0,0
swimming_655.png,0,0,1,0
swimming_656.png,0,0,0,0
swimming_66.png,0,0,0,0
swimming_663.png,0,0,1,0
swimming_664.png,0,0,0,0
swimming_665.png,0,0,1,0
swimming_669.png,0,0,1,0
swimming_670.png,0,0,0,0
swimming_672.png,0,0,0,0
swimming_675.png,0,0,1,0
swimming_676.png,0,0,0,0
swimming_681.png,0,0,1,0
swimming_687.png,0,0,1,1
swimming_691.png,0,0,1,1
swimming_692.png,0,0,0,0
swimming_699.png,0,0,1,0
swimming_700.png,0,0,0,0
swimming_701.png,0,0,1,0
swimming_703.png,0,0,1,0
swimming_707.png,0,0,1,0
swimming_708.png,0,0,0,0
swimming_71.png,0,0,0,0
swimming_710.png,0,0,0,0
swimming_711.png,0,0,1,0
swimming_712.png,0,0,0,0
swimming_719.png,0,0,1,1
swimming_723.png,0,0,1,1
swimming_729.png,0,0,1,1
swimming_731.png,0,0,1,1
swimming_74.png,0,0,1,0
swimming_740.png,0,0,1,0
swimming_742.png,0,0,1,0
swimming_743.png,0,0,1,1
swimming_745.png,0,0,1,1
swimming_754.png,0,0,1,0
swimming_755.png,0,0,1,0
swimming_76.png,0,0,0,0
swimming_762.png,0,0,1,0
swimming_764.png,0,0,1,0
swimming_766.png,0,0,1,0
swimming_771.png,0,0,1,0
swimming_779.png,0,0,1,0
swimming_78.png,0,0,0,1
swimming_780.png,0,0,1,0
swimming_786.png,0,0,1,0
swimming_790.png,0,0,1,0
swimming_794.png,0,0,1,0
swimming_796.png,0,0,1,0
swimming_797.png,0,0,1,1
swimming_798.png,0,0,1,0
swimming_8.png,0,0,0,0
swimming_811.png,0,0,1,0
swimming_813.png,0,0,1,0
swimming_814.png,0,0,1,0
swimming_824.png,0,0,1,1
swimming_825.png,0,0,1,1
swimming_83.png,0,0,0,0
swimming_832.png,0,0,1,1
swimming_835.png,0,0,1,1
swimming_836.png,0,0,1,0
swimming_837.png,0,0,1,1
swimming_840.png,0,0,1,0
swimming_842.png,0,0,0,0
swimming_850.png,0,0,0,0
swimming_851.png,0,0,0,1
swimming_854.png,0,0,0,0
swimming_855.png,0,0,0,1
swimming_87.png,0,0,0,0
swimming_89.png,0,0,0,0
swimming_90.png,0,1,0,0
swimming_92.png,0,1,0,0
swimming_94.png,0,1,0,0
swimming_99.png,0,0,1,0
walking_101.png,1,0,0,0
walking_104.png,1,0,0,0
walking_108.png,1,0,0,0
walking_113.png,1,0,1,0
walking_115.png,1,0,1,0
walking_117.png,1,0,1,0
walking_119.png,1,0,1,0
walking_12.png,1,0,0,1
walking_120.png,1,0,1,0
walking_127.png,1,0,1,1
walking_128.png,1,0,1,1
walking_13.png,1,0,0,1
walking_130.png,1,0,1,1
walking_134.png,1,0,0,1
walking_146.png,1,0,1,1
walking_149.png,1,0,0,1
walking_152.png,1,1,0,0
walking_153.png,0,1,1,0
walking_156.png,0,0,0,0
walking_16.png,1,0,1,1
walking_163.png,1,0,1,0
walking_167.png,1,0,0,0
walking_169.png,1,0,0,0
walking_172.png,1,0,0,0
walking_174.png,1,0,0,0
walking_177.png,1,0,0,1
walking_180.png,1,0,0,1
walking_181.png,1,0,0,1
walking_186.png,1,0,0,0
walking_189.png,1,1,0,0
walking_190.png,1,0,0,0
walking_192.png,1,0,1,0
walking_197.png,1,0,1,0
walking_2.png,1,0,0,1
walking_201.png,1,0,0,0
walking_202.png,1,0,0,0
walking_209.png,1,0,0,0
walking_211.png,1,0,1,0
walking_217.png,1,0,1,0
walking_222.png,1,1,1,0
walking_226.png,1,0,1,0
walking_228.png,1,0,1,0
walking_23.png,1,0,0,1
walking_233.png,1,0,1,0
walking_237.png,1,0,1,0
walking_238.png,1,0,1,0
walking_243.png,1,0,1,0
walking_244.png,1,0,1,0
walking_248.png,1,0,1,0
walking_253.png,1,0,1,0
walking_263.png,1,0,1,0
walking_265.png,1,0,1,0
walking_273.png,1,0,1,0
walking_275.png,1,0,1,0
walking_278.png,1,0,0,0
walking_279.png,1,0,0,0
walking_28.png,1,0,0,0
walking_281.png,1,0,0,0
walking_285.png,1,0,0,0
walking_288.png,1,0,0,0
walking_294.png,1,0,0,0
walking_296.png,1,0,0,0
walking_297.png,1,0,0,0
walking_301.png,1,0,1,0
walking_303.png,1,0,1,0
walking_317.png,1,0,0,0
walking_318.png,1,0,0,0
walking_320.png,1,0,0,0
walking_324.png,1,0,0,0
walking_34.png,1,0,0,0
walking_343.png,1,0,0,1
walking_344.png,1,0,0,1
walking_349.png,1,0,0,1
walking_35.png,1,0,0,0
walking_351.png,1,0,0,1
walking_352.png,1,0,0,1
walking_356.png,1,0,0,1
walking_358.png,1,0,0,1
walking_368.png,1,0,1,1
walking_370.png,1,0,1,1
walking_373.png,1,0,1,1
walking_375.png,1,0,1,1
walking_379.png,1,0,1,1
walking_38.png,1,0,0,0
walking_385.png,1,0,0,1
walking_386.png,1,0,0,1
walking_388.png,1,0,0,1
walking_389.png,1,0,0,1
walking_390.png,1,0,0,1
walking_402.png,1,0,0,1
walking_406.png,1,0,0,0
walking_409.png,1,0,0,0
walking_411.png,1,0,0,0
walking_418.png,1,0,0,1
walking_423.png,1,0,1,0
walking_424.png,1,0,1,0
walking_437.png,1,1,0,0
